id,title,type,author,author_link,blood_magic,uploaded_at,last_updated,intro,pokemon_1,bloodline_1,nature_1,talents_1,skills_1,pokemon_2,bloodline_2,nature_2,talents_2,skills_2,pokemon_3,bloodline_3,nature_3,talents_3,skills_3,pokemon_4,bloodline_4,nature_4,talents_4,skills_4,pokemon_5,bloodline_5,nature_5,talents_5,skills_5,pokemon_6,bloodline_6,nature_6,talents_6,skills_6,parse_ok,warnings
e2f2e02b781f7193ec5003d41d5ec265,星陨综合队,pvp,西山君,,进化之力,2026-5-2,2026-5-2,比传统星陨更灵活,怖哭菇,幻,沉默,"生命,物防,魔防",冥想;错乱;吓退;血气,龙息帕尔,恶,固执,"生命,物攻,速度",先发制人;欺诈契约;闪燃;火云车,暮星辰,翼,胆小,"生命,魔攻,速度",翼击;先发制人;阻断;多维击打,帕帕斯卡,机械,固执,"生命,物攻,速度",钢铁洪流;倾泻;轴承支撑;齿轮扭矩,权杖-Ⅴ,幻,平和,"生命,物防,魔防",钢铁洪流;超维投射;冰晶坠;无畏之心,雪影娃娃,首领,平和,"生命,物防,魔防",甜心续航;冰墙;冬至;暴风雪,True,
cab0cb4a5090828ed621f7da997e1c52,水刃圣剑,pvp,巴拉巴拉,,进化之力,2026-5-1,2026-5-1,首领可雪影可圣剑,黑羽夫人,恶,固执,"生命,物攻,物防",水刃;撕咬;力量增效;飞羽,寂灭骨龙,龙,固执,"生命,物攻,物防",隼鳞;电弧;报复;先发制人,帕帕斯卡,机械,固执,"生命,物攻,速度",钢铁洪流;轴承支撑;超级糖果;倾泻,圣剑-X,首领,平和,"生命,物攻,物防",鸣沙陷阱;轴承支撑;啮合传递;齿轮切开,圣羽翼王,普通,开朗,"生命,物攻,速度",水刃;闪击;力量增效;疾风连袭,雪影娃娃,首领,平和,"生命,物防,魔防",冰晶坠;冰点;冰墙;超级糖果,True,
79601ea21dd5daca5859aeb35105511c,击鼓传花平衡队,pvp,yyoo,,进化之力,2026-4-30,2026-4-30,两个首领化精灵，同时应对不同情况，击鼓传花快速发育达成速推，或者圆号鱼给彩蝶鲨叠水系技能，彩蝶鲨推队,白发路路,机械,平和,"生命,物防,魔防",啮合传递;击鼓传花;示弱;纤维化,彩蝶鲨,首领,保守,"生命,魔攻,速度",天洪;贮藏;寒风吹;翼击,公平鸽,地,忧郁,"生命,物防,魔防",天旋地转;蓄能轰击;泥浆铠甲;影袭,梦想三三,首领,固执,"生命,物攻,速度",电磁偏转;影袭;击鼓传花;防御反击,食尘短绒,地,紧张,"生命,物防,魔防",倾泻;棘刺;地刺;遁地,圆号鱼,萌,沉默,"生命,物防,魔防",洗礼;打湿;甜心续航;泡沫幻影,True,
73165cf6f3468503d084e12eba26d0d7,隐藏咔咔鸟,pvp,还行,,强化术,2026-4-29,2026-4-29,白发首发热身运动（如果六连音波能秒对面可以热身后直接传给鸟），花炮（怕速度不够就换成啮合传动，状态不好可以提前传）。击鼓传花给鸟后根据情况放音波和滚动。（前面没放花炮可以让鸟放）,白发路路,机械,平和,"生命,物防,魔防",热身运动;花炮;啮合传递;击鼓传花,咔咔鸟,翼,胆小,"生命,魔攻,速度",暴风眼;花炮;音波弹;旋转突击,鸭吉吉（等一等鸭）,普通,沉默,"生命,物攻,魔攻",魔法增效;音波弹;拍击;防御,鸭吉吉（急急急鸭）,普通,胆小,"生命,魔攻,速度",猛烈撞击;力量增效;扫尾;防御,鸭吉吉（紧实的样子）,普通,胆小,"生命,魔攻,速度",魔法增效;音波弹;拍击;防御,鸭吉吉（蓬松的样子）,普通,胆小,"生命,魔攻,速度",猛烈撞击;力量增效;扫尾;防御,True,
d3e4f39a9e23f7857733ca3bc4a4aba5,星陨迅捷翼王,pvp,开心超人,,强化术,2026-4-29,2026-4-29,1111,怖哭菇,幽,紧张,"生命,物防,魔防",错乱;冥想;吓退;先发制人,黑猫巫师,电,保守,"生命,魔攻,速度",魔法增效;嗜痛;乱打;彗星,龙息帕尔,萌,固执,"生命,物攻,速度",力量增效;先发制人;蝙蝠;火云车,帕帕斯卡,地,固执,"生命,物攻,速度",钢铁洪流;齿轮扭矩;倾泻;轴承支撑,圣羽翼王,电,开朗,"生命,物攻,速度",水刃;疾风连袭;力量增效;闪击,小皮球,地,胆小,"生命,魔攻,速度",落雷;超维投射;加大功率;吓退,True,
71fe2c3c4ea0ff483220a4963e61fbff,雪天星陨队,pvp,WSTG,,进化之力,2026-4-27,2026-4-27,1号位增益，中转位，2号收割，3号收割，4号增益中转，5号战场中转，6号收割,怖哭菇,幻,平和,"生命,物防,速度",冥想;错乱;休息回复;先发制人,龙息帕尔,恶,固执,"生命,物攻,速度",极限撕裂;火云车;有效预防;先发制人,落陨星兔,幻,胆小,"生命,魔攻,速度",吓退;嘲弄;灵光;大爆炸,权杖-Ⅴ,机械,固执,"生命,物攻,速度",摇篮曲;无畏之心;钢铁洪流;啮合传递,雪影娃娃,首领,平和,"生命,物攻,速度",暴风雪;冰墙;赤子之心;冬至,月牙雪熊,翼,固执,"生命,物攻,速度",冰雹;风墙;先发制人;冰点,True,
8acc63fa69454cf924a560153fc8b9b9,媳妇老婆孩子,pvp,狗之大酱,,进化之力,2026-4-27,2026-4-27,？,白金独角兽,首领,开朗,"物防,魔防,速度",折射;追打;回旋风暴;气泡,蹦床松鼠,普通,平和,"物攻,物防,魔防",休息回复;吓退;热身运动;追打,寂灭骨龙,龙,固执,"物攻,魔防,速度",隼鳞;幻象;先发制人;偷袭,岚鸟（夏天的样子）,翼,开朗,"物攻,物防,速度",闪击;力量增效;水刃;先发制人,圣羽翼王,翼,开朗,"物攻,物防,速度",水刃;力量增效;疾风连袭;闪击,雪影娃娃,首领,沉默,"物防,魔防,速度",击鼓传花;赤子之心;暴风雪;冰墙,True,
f66bdc78053459374412ce08510a625a,御龙战队,pvp,fan,,进化之力,2026-4-26,2026-4-26,主龙,炽心勇狮,武,保守,"生命,魔攻,魔防",叠势;淬火;怒火;听桥,寂灭骨龙,恶,孤僻,"生命,物攻,物防",龙血;龙之利爪;吹炎;坟场搏击,龙息帕尔,机械,固执,"生命,物攻,物防",械斗;蝙蝠;撕裂;极限撕裂,罗隐,地,懒散,"生命,物攻,物防",岩土暴击;泥浆铠甲;暗突袭;地刺,圣羽翼王,龙,认真,"生命,魔攻,魔防",羽化加速;伺机而动;龙吼;龙炮,伊兰亚龙,恶,保守,"生命,魔攻,魔防",黑手;绵里藏针;湮灭;架势,True,
4d62ab4f2f2a61680865875c0e726c36,雷暴平衡,pvp,Lyuu,,强化术,2026-4-25,2026-4-25,雷暴平衡,寂灭骨龙,机械,平和,"生命,物攻,物防",隼鳞;吓退;电弧;偷袭,帕帕斯卡,水,固执,"生命,物攻,速度",钢铁洪流;倾泻;电弧;俯冲猛击,奇丽花,机械,开朗,"生命,物攻,速度",纤维化;仙人掌刺击;啮合传递;光刃,绒光优优,火,胆小,"生命,魔攻,速度",热砂;天光;放晴;流沙,闪电鳗鱼,武,胆小,"生命,魔攻,速度",双联脉冲;雷暴;泡沫幻影;水光冲击,星光狮（星光能量的样子）,冰,胆小,"生命,魔攻,速度",雷暴;过载回路;防御;炎打,True,
d169c872f674b01022d779d547b6bca0,我没理解,pvp,森亚露露葵,,强化术,2026-4-25,2026-4-25,我没理解,海豹船长,电,平和,"生命,物攻,速度",水刃;斩断;听桥;先发制人,寂灭骨龙,电,平和,"生命,物攻,魔防",隼鳞;偷袭;吓退;先发制人,燃薪虫,电,平和,"生命,物防,魔防",引燃;火焰护盾;抽枝;移花接木,绒光优优,火,胆小,"生命,魔攻,速度",流沙;热砂;天光;放晴,声波缇塔,草,开朗,"生命,物攻,速度",先发制人;啮合传递;齿轮扭矩;地刺,圆号鱼,萌,沉默,"生命,物防,魔防",打湿;水炮;洗礼;甜心续航,True,
d6d3bb2d6434c724bd1ef5dd81ad931c,能耗平衡队,pvp,夕夜枫灵,,进化之力,2026-4-25,2026-4-25,利用雪影和鱼的特性消耗对面能量为猫和赛小息发育推队,黑猫巫师,普通,胆小,"生命,魔攻,速度",羽化加速;嗜痛;午夜噪音;乱打,寂灭骨龙,幽,固执,"生命,物攻,速度",隼鳞;吓退;降灵;先发制人,岚鸟（春天的样子）,翼,开朗,"生命,物攻,速度",闪击;力量增效;水刃;筛管奔流,声波缇塔,水,开朗,"生命,物攻,速度",轴承支撑;齿轮扭矩;地刺;啮合传递,雪影娃娃,首领,紧张,"生命,物防,魔防",冰墙;赤子之心;击鼓传花;暴风雪,圆号鱼,翼,平和,"生命,物防,魔防",羽化加速;洗礼;水炮;打湿,True,
31e1499c3f15d70ecffc5a527ee18d41,1,pvp,1,,强化术,2026-4-24,2026-4-24,1,寂灭骨龙,冰,固执,"生命,物攻,速度",隼鳞;先发制人;报复;电弧,岚鸟（春天的样子）,地,开朗,"生命,物攻,速度",水刃;筛管奔流;跺地;闪击,燃薪虫,恶,平和,"生命,物防,魔防",引燃;火焰护盾;藤绞;倾泻,绒光优优,冰,胆小,"生命,魔攻,速度",天光;放晴;热砂;取念,声波缇塔,恶,固执,"生命,物攻,速度",齿轮扭矩;轴承支撑;啮合传递;地刺,圆号鱼,翼,平和,"生命,物防,魔防",水炮;洗礼;打湿;羽化加速,True,
605779aab2e62602bec5bd8003b70fb7,萌化队,pvp,dakw,,进化之力,2026-4-24,2026-4-24,叠萌化，打合奏,寒音蛇（本来的样子）,萌,开朗,"生命,物攻,速度",月光合奏;示弱;超级糖果;有效预防,化蝶（平常的样子）,萌,沉默,"生命,魔攻,速度",食腐;退化;晒太阳;飞吻,卡洛儿,萌,平和,"生命,物攻,速度",甜心续航;月光合奏;水刃;无畏之心,梦想三三,首领,开朗,"生命,物攻,速度",甜心续航;月光合奏;防御反击;影袭,魔眷鸟,萌,开朗,"生命,物攻,速度",超级糖果;甜心续航;月光合奏;倾泻,秩序鱿墨,翼,开朗,"生命,物攻,速度",风墙;超级糖果;能量刃;甜心续航,True,
910046e85c4ab65824da847493c87662,大师队,pvp,银狼,,进化之力,2026-4-24,2026-4-24,好用,白金独角兽,首领,胆小,"生命,魔攻,速度",折射;阻断;气泡;叶绿光束,迪莫,光,胆小,"生命,魔攻,速度",光刃;超导;棘突;热砂,海豹船长,恶,固执,"生命,物攻,速度",听桥;斩断;水刃;等价交换,火神,冰,固执,"生命,物攻,速度",火焰切割;防御;闪燃;冰爪,利灯鱼,水,沉默,"生命,魔攻,速度",加大功率;落雷;水光冲击;倾泻,水灵,恶,保守,"生命,魔攻,速度",气泡;泡沫幻影;天洪;等价交换,True,
9b3f8891c1558360b8210f7b95573ab4,最新恶魔狼王魔爆木桶队,pvp,猜猜木桶里是什么,,进化之力,2026-4-24,2026-4-24,猜木桶藏着什么,恶魔狼,恶,胆小,"生命,魔攻,速度",先发制人;火焰切割;蝙蝠;吞噬,古卷匣魔像,普通,胆小,"生命,魔攻,速度",彗星;魔能爆;魔法增效;防御反击,黑猫巫师,普通,胆小,"生命,魔攻,速度",彗星;魔能爆;魔法增效;借用,卷胡巨獭,普通,胆小,"生命,魔攻,速度",彗星;魔能爆;有效预防;水泡盾,龙息帕尔,恶,开朗,"生命,物攻,速度",火云车;俯冲猛击;力量增效;闪燃,魔草巫灵,普通,胆小,"生命,魔攻,速度",酶浓度调整;移花接木;主场优势;富养化,True,
d39db4627b1061b642e13bd6195a5bab,宝可梦大师队,pvp,银狼,,进化之力,2026-4-24,2026-4-24,好用,白金独角兽,首领,胆小,"生命,魔攻,速度",折射;叶绿光束;气泡;阻断,迪莫,光,开朗,"生命,物攻,速度",棘突;超导;光刃;热砂,海豹船长,恶,固执,"生命,物攻,速度",等价交换;水刃;斩断;听桥,火神,冰,固执,"生命,物攻,速度",闪燃;火焰切割;防御;冰爪,利灯鱼,水,沉默,"生命,魔攻,速度",水光冲击;加大功率;倾泻;落雷,水灵,恶,保守,"生命,魔攻,速度",天洪;气泡;等价交换;泡沫幻影,True,
13876fd32f4fa50f253dc8dd903f35c9,超级回旋踢,pvp,佚名,,强化术,2026-4-23,2026-4-23,"轮换有惩罚,站场没奖励.",海豹船长,火,固执,"生命,物攻,魔防",水刃;斩断;听桥;力量增效,瞌睡王,恶,固执,"生命,物攻,魔防",回旋踢;有效预防;斩断;气沉丹田,利灯鱼,冰,固执,"生命,物攻,魔防",强制重启;阻断;防御;倾泻,罗隐,草,固执,"生命,物防,魔防",砂石冲撞;鸣沙陷阱;地刺;暗突袭,魔力猫,地,紧张,"生命,物防,魔防",仙人掌刺击;酶浓度调整;光合作用;藤绞,武者鸡,电,固执,"生命,物攻,魔防",热身;回旋踢;闪燃;防御,True,
e066720827d53d840ed6e01d5627cc8f,平衡虫队,pvp,飞行雪绒,,进化之力,2026-4-23,2026-4-23,我好像找到了，攻守平衡的无敌平衡虫！,花魁蜂后,首领,开朗,"生命,物攻,速度",虫群;快速移动;有效预防;热身运动,花衣蝶,虫,平和,"生命,物防,速度",虫结阵;飞断;假寐;晒太阳,化蝶（幽冥眼的样子）,虫,浮躁,"物攻,魔攻,速度",破罐破摔;晒太阳;摇篮曲;棘刺,寂灭骨龙,普通,固执,"生命,物攻,速度",吓退;偷袭;电弧;隼鳞,绒仙子,虫,开朗,"生命,物攻,速度",假寐;啃咬;飞断;虫结阵,陨星虫,翼,开朗,"生命,物攻,速度",假寐;羽翼庇护;虫群;热身运动,True,
9a263b6dbb9545f297318dbc5e67cde5,创死你,pvp,北方,,进化之力,2026-4-22,2026-4-22,强度组合,白金独角兽,火,胆小,"生命,魔攻,速度",折射;回旋风暴;追打;火爪,冰钻布鲁斯,冰,固执,"生命,物攻,物防",冰雹;有效预防;力量增效;先发制人,画间沉铁兽,武,固执,"生命,物攻,速度",先发制人;截拳;回旋踢;力量增效,岚鸟（春天的样子）,翼,开朗,"生命,物攻,速度",水刃;筛管奔流;闪击;快速移动,帕帕斯卡,机械,固执,"生命,物攻,速度",钢铁洪流;轴承支撑;倾泻;齿轮扭矩,圣羽翼王,翼,开朗,"生命,物攻,速度",水刃;闪击;疾风连袭;有效预防,True,
3bc983c76cce8bd4e1fac17d610fa961,自用平衡队,pvp,初冬,,进化之力,2026-4-21,2026-4-21,平衡（数值）,白金独角兽,首领,胆小,"生命,魔攻,速度",折射;追打;气泡;回旋风暴,冰钻布鲁斯,冰,固执,"生命,魔防,速度",先发制人;冰雹;落石;有效预防,黑猫巫师,普通,胆小,"生命,魔攻,速度",乱打;嗜痛;午夜噪音;羽化加速,寂灭骨龙,龙,平和,"生命,物攻,物防",隼鳞;幻象;电弧;吓退,声波缇塔,地,开朗,"生命,物攻,速度",轴承支撑;齿轮扭矩;地刺;啮合传递,圆号鱼,翼,沉默,"生命,物防,魔防",羽化加速;泡沫幻影;水炮;打湿,True,
4d2a4be975aac82aefedf317c5b74b0b,猜拳,pvp,自存,,强化术,2026-4-21,2026-4-21,自己存着玩,春花兔,毒,沉默,"生命,物防,魔防",无畏之心;倾泻;根吸收;抽枝,海豹船长,虫,平和,"生命,物攻,物防",听桥;斩断;水刃;一拳,画间沉铁兽,冰,紧张,"生命,物攻,物防",截拳;先发制人;有效预防;能量刃,卷毛鸭,地,开朗,"生命,物攻,速度",斩断;先发制人;水刃;晒太阳,瞌睡王,机械,平和,"生命,物攻,物防",斩断;能量刃;先发制人;有效预防,圆号鱼,水,紧张,"生命,物防,魔防",打湿;激怒;恐吓;落雨,True,
8af50ece6483ca7a064a012d3da024c9,简单双神平衡,pvp,azzz,,强化术,2026-4-21,2026-4-21,随便打打拿来上大师可以用。开局黑猫猜拳，帕斯卡配合骨龙联防能抓开局马超，可以换其他钢系联防倾泻手比如火钢。黑猫炸完上骨龙，帕尔在对面状态不好的时候上来给压力,黑猫巫师,武,保守,"生命,魔攻,速度",魔能爆;彗星;魔法增效;嗜痛,寂灭骨龙,幽,固执,"生命,物攻,速度",隼鳞;电弧;偷袭;吓退,岚鸟（春天的样子）,冰,开朗,"生命,物攻,速度",筛管奔流;水刃;闪击;力量增效,龙息帕尔,武,固执,"生命,物攻,速度",力量增效;蝙蝠;火云车;先发制人,帕帕斯卡,电,固执,"生命,物攻,速度",钢铁洪流;轴承支撑;齿轮扭矩;倾泻,圣羽翼王,冰,开朗,"生命,物攻,速度",水刃;力量增效;闪击;疾风连袭,True,
1700689691038662319bb8652048387a,虫,pvp,苏木,,强化术,2026-4-20,2026-4-20,虫,花衣蝶,地,平和,"生命,物防,魔防",虫群智慧;晒太阳;虫结阵;虫茧,巨噬针鼹,地,固执,"生命,物攻,物防",地刺;力量增效;吞噬;飞断,铠甲虫,地,开朗,"生命,物攻,速度",飞断;食腐;虫结阵;虫茧,罗隐,翼,固执,"生命,物攻,物防",贪婪;地刺;岩土暴击;泥浆铠甲,绒仙子,机械,开朗,"生命,物攻,速度",光刃;虫群智慧;啮合传递;草虫冲击,陨星虫,地,开朗,"生命,物攻,速度",虫群;掩护;热身运动;硬化,True,
53169acaf01ee0a80e36d4568084a9fe,慢速队,pvp,1e3,,强化术,2026-4-20,2026-4-20,萌萌哒的胃袋们猛猛打,布克棱岩,冰,平和,"生命,物攻,物防",地刺;雪替身;岩土暴击;沙涌,瞌睡王,恶,平和,"生命,物攻,物防",斩断;气沉丹田;有效预防;能量刃,罗隐,火,平和,"生命,物攻,物防",鸣沙陷阱;地刺;泥浆铠甲;贪婪,魔力猫,水,沉默,"生命,物防,魔防",酶浓度调整;光合作用;光能聚集;移花接木,帕帕斯卡,火,固执,"生命,物攻,速度",钢铁洪流;齿轮扭矩;俯冲猛击;倾泻,圣剑-X,电,平和,"生命,物攻,物防",轴承支撑;地陷;齿轮切开;鸣沙陷阱,True,
5de850101144da3d27106bdd3f4692d9,自爆阴人狼,pvp,暖暖more,,强化术,2026-4-20,2026-4-20,阴你没商量,恶魔狼,草,急躁,"生命,物攻,速度",蝙蝠;力量增效;先发制人;吞噬,黑猫巫师,萌,保守,"生命,魔攻,速度",魔能爆;彗星;嘲弄;嗜痛,寂灭骨龙,龙,慎重,"生命,物防,魔防",穿膛;坟场搏击;有效预防;借用,卡瓦重（雪山附近的样子）,冰,天真,"生命,物防,速度",速冻;冰雹;富养化;筛管奔流,音速犬,电,开朗,"物攻,物防,速度",热身;灼伤;焚烧烙印;当头棒喝,秩序鱿墨,翼,开朗,"生命,物攻,速度",风墙;能量刃;超级糖果;惊吓盒子,True,
8fd800f5e3239fc5264e8e158205edd4,1,pvp,1,,进化之力,2026-4-20,2026-4-20,1,冰钻布鲁斯,冰,固执,"生命,物攻,速度",有效预防;偷袭;先发制人;冰雹,恶魔狼,首领,开朗,"生命,物攻,速度",有效预防;先发制人;当头棒喝;吞噬,黑猫巫师,普通,保守,"生命,魔攻,速度",魔法增效;嗜痛;魔能爆;彗星,寂灭骨龙,武,固执,"生命,物攻,速度",吓退;降灵;电弧;隼鳞,咔咔鸟,普通,胆小,"生命,物攻,速度",暴风眼;音波弹;追打;聚盐,卡瓦重（雪山附近的样子）,冰,开朗,"生命,物攻,速度",晒太阳;速冻;富养化;筛管奔流,True,
f5f0685f132303bad807fac678464f5b,独角大运平衡队,pvp,幺零幺林滮,,进化之力,2026-4-20,2026-4-20,如图所示,白金独角兽,首领,胆小,"生命,魔攻,速度",折射;回旋风暴;追打;气泡,寂灭骨龙,龙,固执,"生命,物攻,速度",隼鳞;幻象;偷袭;吓退,岚鸟（夏天的样子）,首领,开朗,"生命,物攻,速度",力量增效;先发制人;闪击;有效预防,圣羽翼王,翼,开朗,"生命,物攻,速度",闪击;防御;力量增效;疾风连袭,兽花蕾,萌,紧张,"生命,物防,魔防",退化;飞羽;移花接木;叶绿光束,圆号鱼,萌,沉默,"生命,物防,魔防",泡沫幻影;打湿;水炮;甜心续航,True,
